WiFi_Network,breakfast,parking,gym,flex_check,shuttle_bus,air_pure,jacuzzi,VIP_shop,pool_temp,avg_rating
Basic,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,Yes,76,5.89
Basic,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,Yes,80,7.47
Basic,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,Yes,84,6.87
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,No,No,76,8.98
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,No,No,80,5.82
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,No,No,84,8.21
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,No,Yes,76,6.64
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,No,Yes,80,5.12
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,No,Yes,84,7.13
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,No,76,9.81
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,No,80,5.77
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,No,84,7.48
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,Yes,76,6.15
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,Yes,80,4.81
Basic,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,Yes,84,6.08
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,No,76,5.4
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,No,80,7.41
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,No,84,9.21
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,Yes,76,8.62
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,Yes,80,7.03
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,Yes,84,6.43
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,No,76,6.87
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,No,80,6.79
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,No,84,8.79
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,Yes,76,8.72
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,Yes,80,7.46
Basic,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,Yes,84,8.25
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,No,76,6.02
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,No,80,8.81
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,No,84,3.17
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,Yes,76,7.81
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,Yes,80,7.72
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,Yes,84,8.21
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,No,76,6.24
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,No,80,5.66
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,No,84,6.37
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,Yes,76,6.01
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,Yes,80,9.86
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,Yes,84,9.64
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,No,76,7.44
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,No,80,8.21
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,No,84,8.74
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,Yes,76,8.99
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,Yes,80,4.96
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,Yes,84,6.83
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,No,76,6.06
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,No,80,5.79
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,No,84,7.81
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,76,5.25
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,80,9.47
Basic,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,84,6.3
Basic,Full Buffet,Open Lot,Advanced,No,No,No,No,No,76,5.36
Basic,Full Buffet,Open Lot,Advanced,No,No,No,No,No,80,4.47
Basic,Full Buffet,Open Lot,Advanced,No,No,No,No,No,84,5.64
Basic,Full Buffet,Open Lot,Advanced,No,No,No,No,Yes,76,3.44
Basic,Full Buffet,Open Lot,Advanced,No,No,No,No,Yes,80,7.8
Basic,Full Buffet,Open Lot,Advanced,No,No,No,No,Yes,84,8.21
Basic,Full Buffet,Open Lot,Advanced,No,No,No,Yes,No,76,3.98
Basic,Full Buffet,Open Lot,Advanced,No,No,No,Yes,No,80,6.0
Basic,Full Buffet,Open Lot,Advanced,No,No,No,Yes,No,84,9.18
Basic,Full Buffet,Open Lot,Advanced,No,No,No,Yes,Yes,76,7.59
Basic,Full Buffet,Open Lot,Advanced,No,No,No,Yes,Yes,80,8.36
Basic,Full Buffet,Open Lot,Advanced,No,No,No,Yes,Yes,84,8.07
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,No,No,76,4.23
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,No,No,80,6.04
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,No,No,84,5.26
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,No,Yes,76,5.5
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,No,Yes,80,4.83
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,No,Yes,84,4.05
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,No,76,5.02
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,No,80,3.43
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,No,84,2.2
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,Yes,76,2.83
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,Yes,80,2.23
Basic,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,Yes,84,5.59
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,No,No,76,7.32
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,No,No,80,7.31
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,No,No,84,6.06
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,No,Yes,76,7.83
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,No,Yes,80,4.83
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,No,Yes,84,7.15
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,No,76,8.21
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,No,80,9.69
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,No,84,6.94
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,Yes,76,7.76
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,Yes,80,9.69
Basic,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,Yes,84,8.6
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,No,76,5.87
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,No,80,6.97
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,No,84,9.57
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,Yes,76,3.64
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,Yes,80,5.0
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,Yes,84,4.23
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,No,76,5.87
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,No,80,7.46
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,No,84,8.11
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,76,8.37
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,80,8.6
Basic,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,84,6.32
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,No,No,76,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,No,No,80,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,No,No,84,8.02
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,No,Yes,76,7.07
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,No,Yes,80,9.22
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,No,Yes,84,4.19
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,No,76,5.99
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,No,80,7.39
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,No,84,9.16
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,Yes,76,7.17
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,Yes,80,5.68
Basic,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,Yes,84,9.5
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,No,76,7.41
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,No,80,9.4
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,No,84,9.19
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,Yes,76,7.21
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,Yes,80,6.91
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,Yes,84,9.32
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,No,76,9.88
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,No,80,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,No,84,9.24
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,76,5.49
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,80,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,84,7.22
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,No,76,8.73
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,No,80,4.97
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,No,84,6.45
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,Yes,76,5.82
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,Yes,80,5.9
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,Yes,84,7.22
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,No,76,6.96
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,No,80,5.06
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,No,84,8.63
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,76,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,80,7.81
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,84,9.33
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,No,76,6.13
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,No,80,6.47
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,No,84,9.52
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,76,8.72
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,80,5.48
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,84,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,76,6.41
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,80,6.59
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,84,5.7
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,76,8.21
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,80,4.59
Basic,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,84,8.79
Basic,Full Buffet,Open Lot,Super,No,No,No,No,No,76,6.18
Basic,Full Buffet,Open Lot,Super,No,No,No,No,No,80,8.69
Basic,Full Buffet,Open Lot,Super,No,No,No,No,No,84,3.05
Basic,Full Buffet,Open Lot,Super,No,No,No,No,Yes,76,8.99
Basic,Full Buffet,Open Lot,Super,No,No,No,No,Yes,80,3.39
Basic,Full Buffet,Open Lot,Super,No,No,No,No,Yes,84,5.87
Basic,Full Buffet,Open Lot,Super,No,No,No,Yes,No,76,7.82
Basic,Full Buffet,Open Lot,Super,No,No,No,Yes,No,80,3.72
Basic,Full Buffet,Open Lot,Super,No,No,No,Yes,No,84,6.76
Basic,Full Buffet,Open Lot,Super,No,No,No,Yes,Yes,76,5.12
Basic,Full Buffet,Open Lot,Super,No,No,No,Yes,Yes,80,8.98
Basic,Full Buffet,Open Lot,Super,No,No,No,Yes,Yes,84,8.68
Basic,Full Buffet,Open Lot,Super,No,No,Yes,No,No,76,5.37
Basic,Full Buffet,Open Lot,Super,No,No,Yes,No,No,80,7.24
Basic,Full Buffet,Open Lot,Super,No,No,Yes,No,No,84,7.18
Basic,Full Buffet,Open Lot,Super,No,No,Yes,No,Yes,76,8.48
Basic,Full Buffet,Open Lot,Super,No,No,Yes,No,Yes,80,6.92
Basic,Full Buffet,Open Lot,Super,No,No,Yes,No,Yes,84,9.42
Basic,Full Buffet,Open Lot,Super,No,No,Yes,Yes,No,76,5.13
Basic,Full Buffet,Open Lot,Super,No,No,Yes,Yes,No,80,4.41
Basic,Full Buffet,Open Lot,Super,No,No,Yes,Yes,No,84,2.78
Basic,Full Buffet,Open Lot,Super,No,No,Yes,Yes,Yes,76,5.41
Basic,Full Buffet,Open Lot,Super,No,No,Yes,Yes,Yes,80,5.44
Basic,Full Buffet,Open Lot,Super,No,No,Yes,Yes,Yes,84,6.91
Basic,Full Buffet,Open Lot,Super,No,Yes,No,No,No,76,3.64
Basic,Full Buffet,Open Lot,Super,No,Yes,No,No,No,80,7.05
Basic,Full Buffet,Open Lot,Super,No,Yes,No,No,No,84,8.09
Basic,Full Buffet,Open Lot,Super,No,Yes,No,No,Yes,76,5.78
Basic,Full Buffet,Open Lot,Super,No,Yes,No,No,Yes,80,9.49
Basic,Full Buffet,Open Lot,Super,No,Yes,No,No,Yes,84,7.45
Basic,Full Buffet,Open Lot,Super,No,Yes,No,Yes,No,76,9.59
Basic,Full Buffet,Open Lot,Super,No,Yes,No,Yes,No,80,3.17
Basic,Full Buffet,Open Lot,Super,No,Yes,No,Yes,No,84,8.1
Basic,Full Buffet,Open Lot,Super,No,Yes,No,Yes,Yes,76,3.12
Basic,Full Buffet,Open Lot,Super,No,Yes,No,Yes,Yes,80,7.66
Basic,Full Buffet,Open Lot,Super,No,Yes,No,Yes,Yes,84,5.97
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,No,No,76,5.78
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,No,No,80,7.82
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,No,No,84,8.62
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,No,Yes,76,9.83
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,No,Yes,80,9.34
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,No,Yes,84,7.86
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,No,76,5.34
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,No,80,8.52
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,No,84,4.87
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,Yes,76,7.15
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,Yes,80,5.81
Basic,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,Yes,84,8.65
Basic,Full Buffet,Open Lot,Super,Yes,No,No,No,No,76,8.63
Basic,Full Buffet,Open Lot,Super,Yes,No,No,No,No,80,8.14
Basic,Full Buffet,Open Lot,Super,Yes,No,No,No,No,84,5.69
Basic,Full Buffet,Open Lot,Super,Yes,No,No,No,Yes,76,9.98
Basic,Full Buffet,Open Lot,Super,Yes,No,No,No,Yes,80,9.89
Basic,Full Buffet,Open Lot,Super,Yes,No,No,No,Yes,84,6.12
Basic,Full Buffet,Open Lot,Super,Yes,No,No,Yes,No,76,5.27
Basic,Full Buffet,Open Lot,Super,Yes,No,No,Yes,No,80,7.35
Basic,Full Buffet,Open Lot,Super,Yes,No,No,Yes,No,84,7.79
Basic,Full Buffet,Open Lot,Super,Yes,No,No,Yes,Yes,76,7.24
Basic,Full Buffet,Open Lot,Super,Yes,No,No,Yes,Yes,80,4.0
Basic,Full Buffet,Open Lot,Super,Yes,No,No,Yes,Yes,84,8.21
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,No,No,76,3.53
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,No,No,80,7.22
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,No,No,84,7.99
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,No,Yes,76,3.5
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,No,Yes,80,6.22
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,No,Yes,84,6.65
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,No,76,9.93
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,No,80,5.81
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,No,84,7.33
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,Yes,76,7.52
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,Yes,80,7.45
Basic,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,Yes,84,9.17
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,No,No,76,8.21
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,No,No,80,9.97
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,No,No,84,8.46
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,No,Yes,76,8.56
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,No,Yes,80,8.72
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,No,Yes,84,8.97
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,No,76,6.97
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,No,80,7.06
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,No,84,6.36
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,Yes,76,8.21
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,Yes,80,8.21
Basic,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,Yes,84,9.58
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,No,76,7.84
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,No,80,7.38
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,No,84,9.06
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,Yes,76,8.05
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,Yes,80,8.11
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,Yes,84,5.25
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,No,76,8.96
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,No,80,7.28
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,No,84,7.73
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,76,8.18
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,80,8.26
Basic,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,84,8.21
Strong,None,Valet,None,No,No,No,No,No,76,5.47
Strong,None,Valet,None,No,No,No,No,No,80,5.99
Strong,None,Valet,None,No,No,No,No,No,84,3.85
Strong,None,Valet,None,No,No,No,No,Yes,76,4.27
Strong,None,Valet,None,No,No,No,No,Yes,80,4.39
Strong,None,Valet,None,No,No,No,No,Yes,84,6.26
Strong,None,Valet,None,No,No,No,Yes,No,76,8.82
Strong,None,Valet,None,No,No,No,Yes,No,80,5.81
Strong,None,Valet,None,No,No,No,Yes,No,84,6.17
Strong,None,Valet,None,No,No,No,Yes,Yes,76,8.7
Strong,None,Valet,None,No,No,No,Yes,Yes,80,8.05
Strong,None,Valet,None,No,No,No,Yes,Yes,84,6.34
Strong,None,Valet,None,No,No,Yes,No,No,76,5.52
Strong,None,Valet,None,No,No,Yes,No,No,80,5.01
Strong,None,Valet,None,No,No,Yes,No,No,84,7.06
Strong,None,Valet,None,No,No,Yes,No,Yes,76,2.78
Strong,None,Valet,None,No,No,Yes,No,Yes,80,8.2
Strong,None,Valet,None,No,No,Yes,No,Yes,84,5.08
Strong,None,Valet,None,No,No,Yes,Yes,No,76,9.97
Strong,None,Valet,None,No,No,Yes,Yes,No,80,4.69
Strong,None,Valet,None,No,No,Yes,Yes,No,84,3.36
Strong,None,Valet,None,No,No,Yes,Yes,Yes,76,7.42
Strong,None,Valet,None,No,No,Yes,Yes,Yes,80,7.33
Strong,None,Valet,None,No,No,Yes,Yes,Yes,84,4.88
Strong,None,Valet,None,No,Yes,No,No,No,76,6.6
Strong,None,Valet,None,No,Yes,No,No,No,80,5.1
Strong,None,Valet,None,No,Yes,No,No,No,84,8.91
Strong,None,Valet,None,No,Yes,No,No,Yes,76,8.84
Strong,None,Valet,None,No,Yes,No,No,Yes,80,7.75
Strong,None,Valet,None,No,Yes,No,No,Yes,84,7.3
Strong,None,Valet,None,No,Yes,No,Yes,No,76,5.96
Strong,None,Valet,None,No,Yes,No,Yes,No,80,9.0
Strong,None,Valet,None,No,Yes,No,Yes,No,84,7.88
Strong,None,Valet,None,No,Yes,No,Yes,Yes,76,8.81
Strong,None,Valet,None,No,Yes,No,Yes,Yes,80,8.49
Strong,None,Valet,None,No,Yes,No,Yes,Yes,84,7.59
Strong,None,Valet,None,No,Yes,Yes,No,No,76,6.71
Strong,None,Valet,None,No,Yes,Yes,No,No,80,7.26
Strong,None,Valet,None,No,Yes,Yes,No,No,84,5.83
Strong,None,Valet,None,No,Yes,Yes,No,Yes,76,8.28
Strong,None,Valet,None,No,Yes,Yes,No,Yes,80,9.27
Strong,None,Valet,None,No,Yes,Yes,No,Yes,84,4.24
Strong,None,Valet,None,No,Yes,Yes,Yes,No,76,6.36
Strong,None,Valet,None,No,Yes,Yes,Yes,No,80,6.3
Strong,None,Valet,None,No,Yes,Yes,Yes,No,84,5.11
Strong,None,Valet,None,No,Yes,Yes,Yes,Yes,76,8.24
Strong,None,Valet,None,No,Yes,Yes,Yes,Yes,80,7.34
Strong,None,Valet,None,No,Yes,Yes,Yes,Yes,84,8.71
Strong,None,Valet,None,Yes,No,No,No,No,76,8.76
Strong,None,Valet,None,Yes,No,No,No,No,80,6.72
Strong,None,Valet,None,Yes,No,No,No,No,84,4.61
Strong,None,Valet,None,Yes,No,No,No,Yes,76,8.37
Strong,None,Valet,None,Yes,No,No,No,Yes,80,5.84
Strong,None,Valet,None,Yes,No,No,No,Yes,84,6.37
Strong,None,Valet,None,Yes,No,No,Yes,No,76,9.9
Strong,None,Valet,None,Yes,No,No,Yes,No,80,6.64
Strong,None,Valet,None,Yes,No,No,Yes,No,84,8.47
Strong,None,Valet,None,Yes,No,No,Yes,Yes,76,8.81
Strong,None,Valet,None,Yes,No,No,Yes,Yes,80,7.83
Strong,None,Valet,None,Yes,No,No,Yes,Yes,84,4.87
Strong,None,Valet,None,Yes,No,Yes,No,No,76,7.12
Strong,None,Valet,None,Yes,No,Yes,No,No,80,6.3
Strong,None,Valet,None,Yes,No,Yes,No,No,84,6.55
Strong,None,Valet,None,Yes,No,Yes,No,Yes,76,8.5
Strong,None,Valet,None,Yes,No,Yes,No,Yes,80,4.69
Strong,None,Valet,None,Yes,No,Yes,No,Yes,84,8.24
Strong,None,Valet,None,Yes,No,Yes,Yes,No,76,8.94
Strong,None,Valet,None,Yes,No,Yes,Yes,No,80,4.43
Strong,None,Valet,None,Yes,No,Yes,Yes,No,84,7.42
Strong,None,Valet,None,Yes,No,Yes,Yes,Yes,76,6.49
Strong,None,Valet,None,Yes,No,Yes,Yes,Yes,80,5.05
Strong,None,Valet,None,Yes,No,Yes,Yes,Yes,84,6.28
Strong,None,Valet,None,Yes,Yes,No,No,No,76,9.73
Strong,None,Valet,None,Yes,Yes,No,No,No,80,7.99
Strong,None,Valet,None,Yes,Yes,No,No,No,84,6.89
Strong,None,Valet,None,Yes,Yes,No,No,Yes,76,8.48
Strong,None,Valet,None,Yes,Yes,No,No,Yes,80,8.48
Strong,None,Valet,None,Yes,Yes,No,No,Yes,84,5.56
Strong,None,Valet,None,Yes,Yes,No,Yes,No,76,8.68
Strong,None,Valet,None,Yes,Yes,No,Yes,No,80,8.21
Strong,None,Valet,None,Yes,Yes,No,Yes,No,84,6.19
Strong,None,Valet,None,Yes,Yes,No,Yes,Yes,76,8.21
Strong,None,Valet,None,Yes,Yes,No,Yes,Yes,80,6.75
Strong,None,Valet,None,Yes,Yes,No,Yes,Yes,84,9.87
Strong,None,Valet,None,Yes,Yes,Yes,No,No,76,7.95
Strong,None,Valet,None,Yes,Yes,Yes,No,No,80,8.88
Strong,None,Valet,None,Yes,Yes,Yes,No,No,84,8.46
Strong,None,Valet,None,Yes,Yes,Yes,No,Yes,76,8.21
Strong,None,Valet,None,Yes,Yes,Yes,No,Yes,80,6.1
Strong,None,Valet,None,Yes,Yes,Yes,No,Yes,84,7.88
Strong,None,Valet,None,Yes,Yes,Yes,Yes,No,76,9.77
Strong,None,Valet,None,Yes,Yes,Yes,Yes,No,80,6.57
Strong,None,Valet,None,Yes,Yes,Yes,Yes,No,84,7.74
Strong,None,Valet,None,Yes,Yes,Yes,Yes,Yes,76,8.94
Strong,None,Valet,None,Yes,Yes,Yes,Yes,Yes,80,8.21
Strong,None,Valet,None,Yes,Yes,Yes,Yes,Yes,84,8.21
Strong,None,Valet,Basic,No,No,No,No,No,76,5.45
Strong,None,Valet,Basic,No,No,No,No,No,80,3.65
Strong,None,Valet,Basic,No,No,No,No,No,84,7.96
Strong,None,Valet,Basic,No,No,No,No,Yes,76,5.96
Strong,None,Valet,Basic,No,No,No,No,Yes,80,5.84
Strong,None,Valet,Basic,No,No,No,No,Yes,84,7.08
Strong,None,Valet,Basic,No,No,No,Yes,No,76,9.45
Strong,None,Valet,Basic,No,No,No,Yes,No,80,4.19
Strong,None,Valet,Basic,No,No,No,Yes,No,84,6.55
Strong,None,Valet,Basic,No,No,No,Yes,Yes,76,7.14
Strong,None,Valet,Basic,No,No,No,Yes,Yes,80,7.56
Strong,None,Valet,Basic,No,No,No,Yes,Yes,84,6.6
Strong,None,Valet,Basic,No,No,Yes,No,No,76,5.37
Strong,None,Valet,Basic,No,No,Yes,No,No,80,5.92
Strong,None,Valet,Basic,No,No,Yes,No,No,84,6.86
